to_id	kind	step	profile_id	name	relation
6000000001829589817	blood	32	6000000012695997919	Duke De of Qin 秦德公	his son
6000000001829589817	blood	33	6000000012688790621	Renhao 任好, Duke Mu of Qin 秦穆公	his son
6000000001829589817	blood	34	6000000012696183531	Duke Kang of Qin 秦康公	his son
6000000001829589817	blood	35	6000000012695554070	Duke Gong of Qin 秦共公	his son
6000000001829589817	blood	36	6000000012696294640	Duke Huan of Qin 秦桓公	his son
6000000001829589817	blood	37	6000000012696382424	Duke Jing of Qin 秦景公	his son
6000000001829589817	blood	38	6000000012696194542	Duke Ai of Qin 秦哀公	his son
6000000001829589817	blood	39	6000000012696254012	Duke Yi of Qin 秦夷公	his son
6000000001829589817	blood	40	6000000012696294912	Duke Hui I of Qin 秦惠公	his son
6000000001829589817	blood	41	6000000012696402367	Duke Dao of Qin 秦悼公	his son
6000000001829589817	blood	42	6000000012696484201	Duke Ligong of Qin 秦厲共公	his son
6000000001829589817	blood	43	6000000012696457339	Duke Huai of Qin 秦懷公	his son
6000000001829589817	blood	44	6000000012696187542	Zhaozi 昭子	his son
6000000001829589817	blood	45	6000000012695790045	Duke Ling of Qin 秦靈公	his son
6000000001829589817	blood	46	6000000012696250625	Duke Xian of Qin 秦獻公	his son
6000000001829589817	blood	47	6000000012696314506	Duke Xiao of Qin 秦孝公	his son
6000000001829589817	blood	48	6000000012696602278	King Hui of Qin 秦惠王	his son
6000000001829589817	blood	49	6000000012696532340	King Zhaoxiang of Qin 秦昭襄王	his son
6000000001829589817	blood	50	6000000012696491614	King Xiaowen of Qin 秦孝文王	his son
6000000001829589817	blood	51	6000000012696678306	Zichu 子楚, King Zhuangxiang of Qin 秦莊襄王	his son
6000000001829589817	blood	52	6000000012696708415	Zheng 政, First Emperor of Qin 秦始皇帝	his son
6000000001829589817	blood	53	6000000008177466006	Shiu of Chin (Qin	his son
6000000001829589817	blood	54	6000000008177465997	Hsiao of Chin	his daughter
6000000001829589817	blood	55	6000000002715192907	Liú Héng 劉恆, Emperor Wen of Han	her husband
6000000001829589817	blood	56	6000000002715036670	Liú Qǐ 劉啟, Emperor Jing of Han	his son
6000000001829589817	blood	57	6000000002714891907	Liú Chè 劉徹, Emperor Wu of Han	his son
6000000001829589817	blood	58	6000000002188144198	Liu Fuling 劉弗陵, Emperor Zhao of Han	his son
6000000001829589817	blood	59	6000000012560517179	Liu Xun 劉詢, Emperor Xuan of Han	his adopted son
6000000001829589817	blood	60	6000000012560863216	Liu Shi 劉奭, Emperor Yuan of Han 漢元帝	his son
6000000001829589817	blood	61	6000000012577949508	Liu Xiu 劉秀, Emperor Guangwu of Han	his adopted son
6000000001829589817	blood	62	6000000012578167311	Liu Zhuang 劉莊, Emperor Ming of Han	his son
6000000001829589817	blood	63	6000000012578097792	Liu Da 劉炟, Emperor Zhang of Han	his son
6000000001829589817	blood	64	6000000012578248646	劉開	his son
6000000001829589817	blood	65	6000000012578347780	劉翼	his son
6000000001829589817	blood	66	6000000012577666190	Liu Zhi 劉志, Emperor Huan of Han	his son
6000000001829589817	blood	67	6000000075326768888	Liu Hong 劉宏, Emperor Ling of Han	his adopted son
6000000001829589817	blood	68	6000000210409246860	Son of Emperor Ling	his son
6000000001829589817	blood	69	6000000210409014987	Grandson of Emperor Ling	his son
6000000001829589817	blood	70	6000000210409239836	Lord Achi 阿知使主 坂上	his son
6000000001829589817	blood	71	6000000210409234825	坂上志努 坂上	his son
6000000001829589817	blood	72	6000000210409049890	坂上駒子 坂上	his son
6000000001829589817	blood	73	6000000210409119826	坂上子麿/志努直 坂上	his son
6000000001829589817	blood	74	6000000210408647882	Yamatonoaya no Koma 東漢駒 (坂上糠手) Yamatonoaya	his son
6000000001829589817	blood	75	6000000210409069821	Yuzuka/Yimutsuka 坂上弓束 Sakanoue	his son
6000000001829589817	blood	76	6000000210409014823	Kubina 坂上首名 Sakanoue	his son
6000000001829589817	blood	77	6000000210408834842	Okina 坂上老 Sakanoue	his son
6000000001829589817	blood	78	6000000210408834830	Oukuni 坂上大国 Sakanoue	his son
6000000001829589817	blood	79	6000000210408779828	Inukai Sakanoue	his son
6000000001829589817	blood	80	6000000002843203972	Sakanoue no Karitamaro	his son
6000000001829589817	blood	81	6000000002843586183	坂上又子	his daughter
6000000001829589817	blood	82	6000000002848791366	高津内親王	her daughter
6000000001829589817	blood	83	6000000011627068734	Kamino Saga-tenno	her husband
6000000001829589817	blood	84	6000000002419483457	Fujiwawra no Otomuro	his mother
6000000001829589817	blood	85	6000000012624603280	Fujiwara no Yoshitsugu	her father
6000000001829589817	blood	86	6000000012052965519	Fujiwara no Umakai	his father
6000000001829589817	blood	87	6000000001907005001	Fujiwara no Fuhito	his father
6000000001829589817	blood	88	6000000002191748013	Princess Kagami no Osemi	his mother
6000000001829589817	blood	89	6000000222488497843	Prince Kagami	her father
6000000001829589817	blood	90	6000000001902834083	Prince Honowo	his father
6000000001829589817	blood	91	6000000001860632103	Senka-tenno (Hinokumanotakata	his father
6000000001829589817	blood	92	6000000001829477635	Keitai-tenno (Odo	his father
6000000001829589817	blood	93	6000000179131532839	Ushi no Ōkimi	his father
6000000001829589817	blood	94	6000000179131693822	Ohi no Ōkimi	his father
6000000001829589817	blood	95	6000000179131695830	Ohohoto no Ōkimi	his father
6000000001829589817	blood	96	6000000179131571831	Wakanuke no Futamata	his father
6000000001829589817	blood	97	6000000001829492981	Ojin-tenno (Homutawake	his father
6000000001829589817	blood	98	6000000001829393837	Chuai-tenno (Tarashinakatsuhiko	his father
6000000001829589817	blood	99	6000000001829648345	Yamatotakerunomikoto	his father
6000000001829589817	blood	100	6000000001844033355	Harima no Inabi no Ōiratsume	his mother
6000000001829589817	blood	101	6000000001835522164	Prince Wakatakehiko	her father
6000000001829589817	blood	102	6000000001829634518	Kourei-tenno (Oyamatonekohikofutoni	his father
6000000001829589817	blood	103	6000000001829735102	Koan-tenno (Yamatotarashihikokuni...	his father
6000000001829589817	blood	104	6000000001829628406	Kosho-tenno (Mimatsuhikokaeshine	his father
6000000001829589817	blood	105	6000000001829616346	Itoku-tenno (Oyamatohikosukitomo	his father
6000000001829589817	blood	106	6000000001829763097	An'nei-tenno (Shikitsuhikotamatemi	his father
6000000001829589817	blood	107	6000000001829632570	Suizei-tenno (Kamununakawamimi	his father
6000000001829589817	blood	108	6000000001829589817	Emperor Jimmu	his father
6000000028895625641	blood	0	6000000227036719829	NN Father of Huaxu	
6000000028895625641	blood	1	6000000195149174838	Huaxu	his child
6000000028895625641	blood	2	6000000130191678854	Fuxi	his/her son
6000000028895625641	blood	3	6000000026522778851	GŌNGSŪN Shǎo Diǎn 少典, 1世	his son
6000000028895625641	blood	4	6000000001381274001	Yellow Emperor	his son
6000000028895625641	blood	5	6000000002481254239	Xuán Xiāo, 玄囂/Shǎo Hào 少昊, 2	his son
6000000028895625641	blood	6	6000000007213183226	Jiáo Jí, 蟜極, 3	his son
6000000028895625641	blood	7	6000000002481253260	Emperor Kù 帝嚳, 4	his son
6000000028895625641	blood	8	6000000003485847175	Emperor Yáo 帝堯, 5	his son
6000000028895625641	blood	9	6000000189960074826	É Huáng, 娥皇	his daughter
6000000028895625641	blood	10	6000000195149451825	Emperor Shùn 帝舜 9, 1G	her husband
6000000028895625641	blood	11	6000000020081057184	Yáo Zhòng Huá  姚重華	his brother
6000000028895625641	blood	12	6000000020080347820	Yáo Nǚ 姚女修	his daughter
6000000028895625641	blood	13	6000000020080280715	Dàlián 大廉	her son
6000000028895625641	blood	14	6000000020081488034	Fèichāng 費昌	his son
6000000028895625641	blood	15	6000000020081451167	Zhōngyǎn 中衍	his son
6000000028895625641	blood	16	6000000020081733018	Zhongjue 中潏	his son
6000000028895625641	blood	17	6000000020081759112	秦蜚廉	his son
6000000028895625641	blood	18	6000000020081756044	èlái 贏惡來	his son
6000000028895625641	blood	19	6000000020081807047	Yíng Nǚ Fáng 贏女防	his son
6000000028895625641	blood	20	6000000020081977005	Yíng Páng Gāo 贏旁皋	his son
6000000028895625641	blood	21	6000000020081854161	Yíng Tài Jǐ 贏太幾	his son
6000000028895625641	blood	22	6000000020081868140	Yíng Dà Luò 贏大駱	his son
6000000028895625641	blood	23	6000000012696300313	Feizi 非子, 秦非子, Qin Ying 秦嬴	his son
6000000028895625641	blood	24	6000000012696253426	Marquis of Qin 秦侯	his son
6000000028895625641	blood	25	6000000012696331279	Gongbo 公伯	his son
6000000028895625641	blood	26	6000000012696112569	Qin Zhong 秦仲	his son
6000000028895625641	blood	27	6000000012696082877	Duke Zhuang of Qin 秦莊公	his son
6000000028895625641	blood	28	6000000012696010455	Duke Xiang of Qin 秦襄公	his son
6000000028895625641	blood	29	6000000012696313204	Duke Wen of Qin 秦文公	his son
6000000028895625641	blood	30	6000000012696268227	Duke Jing of Qin 秦靜公	his son
6000000028895625641	blood	31	6000000012696253271	Duke Xian of Qin 秦憲公	his son
6000000028895625641	blood	32	6000000012695997919	Duke De of Qin 秦德公	his son
6000000028895625641	blood	33	6000000012688790621	Renhao 任好, Duke Mu of Qin 秦穆公	his son
6000000028895625641	blood	34	6000000012696183531	Duke Kang of Qin 秦康公	his son
6000000028895625641	blood	35	6000000012695554070	Duke Gong of Qin 秦共公	his son
6000000028895625641	blood	36	6000000012696294640	Duke Huan of Qin 秦桓公	his son
6000000028895625641	blood	37	6000000012696382424	Duke Jing of Qin 秦景公	his son
6000000028895625641	blood	38	6000000012696194542	Duke Ai of Qin 秦哀公	his son
6000000028895625641	blood	39	6000000012696254012	Duke Yi of Qin 秦夷公	his son
6000000028895625641	blood	40	6000000012696294912	Duke Hui I of Qin 秦惠公	his son
6000000028895625641	blood	41	6000000012696402367	Duke Dao of Qin 秦悼公	his son
6000000028895625641	blood	42	6000000012696484201	Duke Ligong of Qin 秦厲共公	his son
6000000028895625641	blood	43	6000000012696457339	Duke Huai of Qin 秦懷公	his son
6000000028895625641	blood	44	6000000012696187542	Zhaozi 昭子	his son
6000000028895625641	blood	45	6000000012695790045	Duke Ling of Qin 秦靈公	his son
6000000028895625641	blood	46	6000000012696250625	Duke Xian of Qin 秦獻公	his son
6000000028895625641	blood	47	6000000012696314506	Duke Xiao of Qin 秦孝公	his son
6000000028895625641	blood	48	6000000012696602278	King Hui of Qin 秦惠王	his son
6000000028895625641	blood	49	6000000012696532340	King Zhaoxiang of Qin 秦昭襄王	his son
6000000028895625641	blood	50	6000000012696491614	King Xiaowen of Qin 秦孝文王	his son
6000000028895625641	blood	51	6000000012696678306	Zichu 子楚, King Zhuangxiang of Qin 秦莊襄王	his son
6000000028895625641	blood	52	6000000012696708415	Zheng 政, First Emperor of Qin 秦始皇帝	his son
6000000028895625641	blood	53	6000000012696507126	Fusu 扶蘇(一	his son
6000000028895625641	blood	54	6000000210475857821	孝武王 Hata	his son
6000000028895625641	blood	55	6000000210475751830	Yuzuki no Kimi Hata	his son
6000000028895625641	blood	56	6000000210475697836	普洞王 Hata	his son
6000000028895625641	blood	57	6000000210475738822	酒君/酒公 Hata	his son
6000000028895625641	blood	58	6000000210475473863	意美 Hata	his son
6000000028895625641	blood	59	6000000210475719822	宇志 Hata	his son
6000000028895625641	blood	60	6000000210475392885	Tanshō Hata	his son
6000000028895625641	blood	61	6000000210475417853	Kawa Hata	his son
6000000028895625641	blood	62	6000000210475297821	Kunikatsu Hata	his son
6000000028895625641	blood	63	6000000001952260956	Hata no Kawakatsu	his son
6000000028895625641	blood	64	6000000004668747931	秦石勝	his son
6000000028895625641	blood	65	6000000004669055331	秦百足	his son
6000000028895625641	blood	66	6000000004668882562	秦足国	his son
6000000028895625641	blood	67	6000000004669018423	秦石竹	his son
6000000028895625641	blood	68	6000000004668959682	秦足長	his son
6000000028895625641	blood	69	6000000004668993020	秦智奈里	his son
6000000028895625641	blood	70	6000000004668814536	秦氏継	his son
6000000028895625641	blood	71	6000000004668991008	惟宗永厚	his son
6000000028895625641	blood	72	6000000004668971031	惟宗具範	his son
6000000028895625641	blood	73	6000000004668691541	惟宗広孝	his son
6000000028895625641	blood	74	6000000004668647969	惟宗貴重	his son
6000000028895625641	blood	75	6000000004668811321	惟宗孝近	his son
6000000028895625641	blood	76	6000000004668782525	惟宗孝言	his son
6000000028895625641	blood	77	6000000004668892191	惟宗基言	his son
6000000028895625641	blood	78	6000000002934660014	惟宗広言	his son
6000000028895625641	blood	79	6000000002933557025	丹後内侍	his wife
6000000028895625641	blood	80	6000000001772616109	源頼朝	her partner
6000000028895625641	blood	81	6000000001902084695	坊門姫	his sister
6000000028895625641	blood	82	6000000001914026453	一条能保	her husband
6000000028895625641	blood	83	6000000002440561454	藤原通重	his father
6000000028895625641	blood	84	6000000001930963883	持明院基家	his brother
6000000028895625641	blood	85	6000000001934208556	園基氏	his son
6000000028895625641	blood	86	6000000001932455937	久我長通室(園基顕女	his daughter
6000000028895625641	blood	87	6000000006790841114	園基隆	her son
6000000028895625641	blood	88	6000000012611731800	Mototada Sono	his son
6000000028895625641	blood	89	6000000012602377081	Motonari Sono	his son
6000000028895625641	blood	90	6000000012601928948	Kuniko Sono	his daughter
6000000028895625641	blood	91	6000000177654675821	Satohito Reigen-tenno	her son
6000000028895625641	blood	92	6000000012623564421	Yoshiko	his daughter
6000000028895625641	blood	93	6000000011631400041	Sadatake Fushiminomiya	her son
6000000028895625641	blood	94	6000000011631123019	Kuniyori Fushiminomiya	his son
6000000028895625641	blood	95	6000000011631798529	Sadayuki Fushiminomiya	his son
6000000028895625641	blood	96	6000000011627040406	Kuniie Fushiminomiya	his son
6000000028895625641	blood	97	6000000011627019431	久邇宮 朝彦親王	his son
6000000028895625641	blood	98	6000000012431667989	梨本宮 守正王	his son
6000000028895625641	blood	99	6000000029966242759	이방자	his daughter
6000000028895625641	blood	100	6000000028895625641	<private> 구 (이	her son
6000000009765734452	blood	0	6000000227036719829	NN Father of Huaxu	
6000000009765734452	blood	1	6000000195149174838	Huaxu	his child
6000000009765734452	blood	2	6000000130191678854	Fuxi	his/her son
6000000009765734452	blood	3	6000000026522778851	GŌNGSŪN Shǎo Diǎn 少典, 1世	his son
6000000009765734452	blood	4	6000000001381274001	Yellow Emperor	his son
6000000009765734452	blood	5	6000000002481254239	Xuán Xiāo, 玄囂/Shǎo Hào 少昊, 2	his son
6000000009765734452	blood	6	6000000007213183226	Jiáo Jí, 蟜極, 3	his son
6000000009765734452	blood	7	6000000002481253260	Emperor Kù 帝嚳, 4	his son
6000000009765734452	blood	8	6000000003474166572	Qì 契, 5	his son
6000000009765734452	blood	9	6000000007213106292	Zǐ Zhāo Míng 子昭明, 6	his son
6000000009765734452	blood	10	6000000007213186247	Zǐ Xiàng Tǔ 子相土, 7	his son
6000000009765734452	blood	11	6000000007212776900	Zǐ Chāng Ruò 昌若, 8	his son
6000000009765734452	blood	12	6000000007212642998	Zǐ Cáo Yǔ 子曹圉, 9	his son
6000000009765734452	blood	13	6000000007213103522	Zǐ Míng 子冥, 10	his son
6000000009765734452	blood	14	6000000007212880510	Zǐ Wáng Hài 子王亥, 11	his son
6000000009765734452	blood	15	6000000007213001303	Zǐ Shàng Jiǎ Wēi 子上甲微, 12	his son
6000000009765734452	blood	16	6000000007212928456	Zǐ Bào Dīng 子报丁, 13	his son
6000000009765734452	blood	17	6000000007213104406	Zǐ Bào Yǐ 子报乙, 14	his son
6000000009765734452	blood	18	6000000007212861759	Zǐ Bào Bǐng 子报丙, 15	his son
6000000009765734452	blood	19	6000000007212996417	Zǐ Zhǔ Rén 子主壬, 16	his son
6000000009765734452	blood	20	6000000007213140224	主癸	his son
6000000009765734452	blood	21	6000000003645919410	Tang of Shang 商湯	his son
6000000009765734452	blood	22	6000000007212973651	‏‏‎ ‎‏‏‎ ‎丁	his son
6000000009765734452	blood	23	6000000003645919400	‏‏‎ ‎至	his son
6000000009765734452	blood	24	6000000003645919395	‏‏‎ ‎辯	his son
6000000009765734452	blood	25	6000000007212914399	‏‏‎ ‎密	his son
6000000009765734452	blood	26	6000000007213066428	‏‏‎ ‎莊	his son
6000000009765734452	blood	27	6000000003645919379	‏‏‎ ‎‏‏‎ 勝	his son
6000000009765734452	blood	28	6000000003645919369	‏‏‎ ‎旦	his son
6000000009765734452	blood	29	6000000003645919364	‏‏‎ ‎新	his son
6000000009765734452	blood	30	6000000003645919354	‏‏‎ ‎斂	his son
6000000009765734452	blood	31	6000000007213037296	‏‏‎ ‎昭	his son
6000000009765734452	blood	32	6000000007212915489	‏‏‎ ‎載	his son
6000000009765734452	blood	33	6000000007212973476	‏‏‎ ‎囂	his son
6000000009765734452	blood	34	6000000003645919304	‏‏‎ ‎瞿	his son
6000000009765734452	blood	35	6000000003645919299	‏‏‎ ‎托	his son
6000000009765734452	blood	36	6000000016925433518	‏‏‎ ‎羡	his son
6000000009765734452	blood	37	6000000016925447297	‏‏‎ ‎衍	his son
6000000009765734452	blood	38	6000000016925474001	宋公稽	his son
6000000009765734452	blood	39	6000000016925467044	‏‏‎ ‎申	his son
6000000009765734452	blood	40	6000000016925394642	‏‏‎ ‎共	his son
6000000009765734452	blood	41	6000000016925422854	‏‏‎ ‎何 (弗父	his son
6000000009765734452	blood	42	6000000013567684089	‏‏‎ ‎周 (宋父	his son
6000000009765734452	blood	43	6000000013567302988	‏‏‎ ‎勝	his son
6000000009765734452	blood	44	6000000013567681047	‏‏‎ ‎正 (考父	his son
6000000009765734452	blood	45	6000000013567421999	‏‏‎ ‎嘉 (孔父	his son
6000000009765734452	blood	46	6000000013567653171	‏‏‎ ‎木 (金父	his son
6000000009765734452	blood	47	6000000013567666036	‏‏‎ ‎睾 (祁父	his son
6000000009765734452	blood	48	6000000013567576377	‏‏‎ ‎氏 (防叔	his son
6000000009765734452	blood	49	6000000011249866679	Boxia 伯夏	his son
6000000009765734452	blood	50	6000000011249892406	Shuliang He 叔梁紇	his son
6000000009765734452	blood	51	6000000011249640031	Confucius 孔子	his son
6000000009765734452	blood	52	6000000012967608603	Kong Li 孔鯉	his son
6000000009765734452	blood	53	6000000012967251172	Kong Ji (Zisi	his son
6000000009765734452	blood	54	6000000012967351909	Kong Bai	his son
