geni_id,generation,name
6000000227676661960,1,Michke Ardzouni
6000000000045500984,2,Abushal Hamazasp III King of Vaspurakan Ardzouni King of Vaspurakan
6000000000045892532,2,Derenik Ashot III King of Vaspurakan
6000000000045588270,3,Senekerim-Hovhannes Artsruni
6000000000045817907,3,Gurgen Khatchik King of Vaspurakan
6000000000045857394,3,Ashot Sahak King of Vaspurakan
6000000006101354926,3,Derenik Artsrouni
6000000225496504932,3,Derenik Artsruni
6000000006101354910,4,Khatchik I Artsrouni Prince of T'ornavan
6000000008024303241,4,Maria  Mariam of Vaspurakan
6000000225496422878,4,Khul Khatchik I the Great Artsruni
359282141180013088,5,Bagrat
6000000006101354905,5,Hasan Artsrouni
6000000006101354916,5,Tchendalouk
6000000006101354920,5,Ischkhanik
6000000007395315362,5,Marta Bagrationi of Georgia
6000000007395323305,5,Kata Bagrationi princess of Georgia
6000000024168588582,5,Guarandukht Bagrationi of Georgia
6000000225496185920,5,Hasan Artsruni
6000000006101354887,6,Abulgharib Artsrouni
6000000007394938990,6,Martha - Maria of Georgia Bagrationi Princess of Georgia
6000000008024168627,6,George
6000000031830198864,6,Gagik-Abas II of Kars
6000000032327207506,6,daughter of Smbat of Lori
6000000050582116932,6,Mariam Аланская
6000000225496408855,6,Ablgharib Artsruni
359282548040006278,7,Constantine Δούκας
6000000006101354883,7,Gaday Ardsouni
6000000008024207441,7,David
6000000008104677107,7,Gregory Gabras
6000000013743920129,7,Arcruni
6000000014926019174,7,N Botaneiates
6000000032959203810,7,Izz al-Mulk
6000000032959310594,7,Jamal al-Mulk
6000000032959413626,7,Shams al-Mulk Uthman
6000000032959465267,7,Safiyya
6000000032959478440,7,Imad al-Mulk Abu'l-Kasim
6000000032959551177,7,Abulfath Fakhr al-Malik
6000000032959595027,7,Ḍiyaʾ al-Mulk Aḥmad ibn Niẓām al-Mulk
6000000032959623084,7,Mu'ayyid al-Mulk
6000000032959623102,7,Fakhr al-Mulk
6000000006101354833,8,Hethom Pahlavuni Prince of Lambron
6000000008024070894,8,Demetre I Bagrationi King of Georgia
6000000008024133707,8,Elene Argyrosa
6000000008531100673,8,Vakhtang Bagrationi of Georgia
6000000008580578636,8,Kata
6000000009178056402,8,Rusudan Bagrationi of Georgia
6000000009178085271,8,George of Georgia
6000000009178184292,8,Tamar daughter of David IV of Georgia Bagrationi Queen Consort of Sirvan
6000000014926004277,8,N Botaneiates
6000000031527300474,8,Zurab Bagrationi
6000000048662153179,8,Abkhaziyya Khatun Багратион Princess of Georgia
6000000083710021326,8,Vakhtang
6000000211780118843,8,NN
6000000006101354780,9,Oshin Pahlavuni Prince of Lambron
6000000006101354838,9,Smbat I Hethumen Pahlavuni Prince of Paperon
6000000006101354844,9,Hetoum
6000000006101354848,9,Marie
6000000006101354852,9,Constantine I
6000000007960434327,9,Giorgi III Bagrationi King of Georgia
6000000008091983321,9,Rusudan Bagrationi Princess of Georgia
6000000008092041322,9,sister of Rusudan of Georgia
6000000008528496737,9,Davit Soslan of the Alans King Consort of Georgia
6000000013743994168,9,David V Bagrationi
6000000083727353044,9,Bagrationi
6000000083727502051,9,Rusudan
6000000102044720894,9,Akhsitan I Shah of Shirvan (Shirvanshah) r.1160-1197
6000000102046263899,9,Farrokhzad I Shirvanshah r.1204
6000000102046554091,9,Shahanshah Shirvanshah r.1197-1200
6000000223888182909,9,Chacha Shirvanshidze
6000000006101354639,10,Rita Pahlavuni of Paperon
6000000006101354687,10,Hetum III lord of Lampron
6000000006101354797,10,Marie
6000000006101354801,10,Smbat
6000000006101354807,10,Tolita
6000000006101354813,10,Susanne
6000000006101354819,10,Gregory
6000000006101354824,10,Apirat
6000000006101354828,10,Serge I
6000000006101430416,10,Vasak Pahlavuni Prince of Paperon
6000000007960129940,10,"Tamar ""the Great"" Bagratina"
6000000007960350261,10,Rusudan Bagratina
6000000008528686507,10,George IV
6000000013743993091,10,Demna Bagrationi of Georgia
6000000013751549502,10,Rusudan
6000000083728170821,10,Demna of Georgia
6000000102045388833,10,N. daughter of RUSUDAN Bagration
6000000102045770006,10,Gushtasb I Shirvanshah r.1204 -1225
6000000223888131943,10,Dotagho I Sharvashidze
6000000003827561331,11,Alexios I Megas Komnenos Emperor of Trebizond
6000000006101354628,11,Tolita - Doleta of Armenia
6000000006101354653,11,"Constantine I ""the Thagadir"" lord of Lampron"
6000000006101354662,11,Constantine lord of Barbaron
6000000006101354702,11,Auschin
6000000006101354707,11,Basil
6000000006101354712,11,Alix Pahlavouni of Lampron
6000000006101354717,11,Marie-Anne
6000000006101430432,11,Leo I of Armenia
6000000007086662766,11,Ruben III Rouponi King of Armenia
6000000008010248463,11,David Komnenos
6000000008528074136,11,David VII Ulu King of Georgia
6000000009964270896,11,David
6000000027740599622,11,Tamar Bagratina Princess of Georgia
6000000102045075130,11,Fariborz III (en relation avec Jalal ud-Din Mingburnu) Shirvanshah r. 1225 - 1243
6000000102047837857,11,Jalal ud Din Sultanshah of the House of Shirvan (pretender to the throne)
6000000127482820833,11,Smbat lord of Saravantikar
6000000143754383925,11,Oshin III
6000000174158515779,11,Alla ud-Din Kai Kobad Mughis ud-din Turkan Shah
6000000174291290137,11,N. wife of Demetrius II of Georgia
6000000223888185871,11,Dotagho II Sharvashidze
6000000000628768481,12,Michael Angelus Epirus
6000000003055498767,12,Komnene of Trebizond
6000000003139134965,12,Jigda-Khatun
6000000003146970482,12,Stephanie of Armenia Rita
6000000003827561325,12,Manuel I Megas Komnenos emperor of Trebizond
6000000006101354617,12,Hugues l'Embriaco de Gibelet
6000000006101354644,12,Auschin I
6000000006101354649,12,Alix
6000000006101354658,12,Stephanie of Barbaron
6000000006101354667,12,Hetum IV Lampron
6000000006101354678,12,Schahandoukht
6000000006101354683,12,Kyranna of Lampron
6000000006101354726,12,Djoffrey of Saravantikar
6000000006101430421,12,Hetum I of Armenia
6000000006101430426,12,Isabella I queen of Cilician Armenia
6000000006727876826,12,Philippa princess of Armenia
6000000007086577488,12,Alice of Armenia
6000000008010175894,12,John I Megas Komnenos Axouchos Emperor of Trebizond
6000000008049080226,12,Stephanie of Barbaron
6000000008345389102,12,Michael Bagrationi King of Imereti
6000000008345914624,12,Vakhtang II Bagrationi
6000000008345922587,12,Constantine I Bagrationi King of Imereti
6000000008346271398,12,Aleksandre Bagrationi
6000000008384075400,12,Sayaluna ata
6000000008527795054,12,"Demetrius II ""the Self-Sacrificer"" Bagrationi king of Georgia"
6000000009176644630,12,Rukn ad-Dīn Qilij Arslān bin Kaykhusraw Sultan of Rûm
6000000011635945929,12,Maria de Barbaron
6000000024948121730,12,Vacahk Lord of Gantschi
6000000024948571097,12,Yovhanes Archbishop of Sis
6000000024948782278,12,Constantine Lord of Neghir and Partzerpert
6000000031543549547,12,Tamar Bagrationi Princess of Georgia
6000000031543897008,12,George Bagrationi Prince of Georgia
6000000033472797977,12,Mehmed Bey
6000000042912823686,12,Alāʾ ad-Dīn Kayqubād bin Kaykhusraw Sultan of Rûm
6000000127383032880,12,Smbat lord of Barbaron
6000000223888131914,12,Dardin Sharvashidze
6000000224176114841,12,Oshin of Lampron lord of Asgouras and Marnick
6000000002187911279,13,John Brienne de Jerusalem crown prince of Armenia
6000000002562808393,13,Konstantinos Lascaris duke of Thrakesion
6000000003695602736,13,Levon II (III) of Armenia
6000000003696065270,13,Keran of Lampron Queen-Consort of Armenia
6000000006101354573,13,Hetum I
6000000006101354612,13,Bertrand II l'Embriaco de Gibelet
6000000006101354731,13,Smbat of Saravantikar
6000000006101354736,13,Isabelle d'Ibelin
6000000006101354745,13,Alix de Lampron
6000000006101430490,13,Euphemia of Armenia
6000000007086799142,13,Raymond-Roupen de Poitiers Prince of Antioch
6000000008102509048,13,George Megas Komnenos Emperor of Trebizond
6000000008115021475,13,Andronikos II Megas Komnenos Emperor of Trebizond
6000000008115212866,13,Theodora Megale Komnena of Trebizond
6000000008384102573,13,Jiadjak Jaqeli
6000000008489345902,13,Guy d'Ibelin comte de Jaffa
6000000008528029042,13,Giorgi V Brtskinvale Bagrationi king of Georgia
6000000008528326285,13,Natela Jaqeli
6000000009964326934,13,John Megas Komnenos II
6000000011636160156,13,Hethum d'Ibelin
6000000011636280889,13,John d'Ibelin
6000000011636291448,13,James d'Ibelin lord of Jaffa
6000000011636371064,13,Margaret d'Ibelin
6000000011636404598,13,Philip d'Ibelin
6000000011636459351,13,Oshin d'Ibelin
6000000011636543249,13,Marie d'Ibelin
6000000013009634026,13,Sibylla of Armenia Princess of Antioch
6000000013009736448,13,Maria of Armenia
6000000013009836254,13,Thoros of Armenia
6000000013017083444,13,Theodora Komnene
6000000013036163350,13,Daughter
6000000024948207813,13,Constantine Lord of Gantschi
6000000024948408653,13,Hethum Lord of Gantschi
6000000024948720176,13,Lewon lord of Barbaron
6000000030836098513,13,Rita of Armenia
6000000030836483935,13,Isabella of Armenia
6000000030836492934,13,kostandin of Saravantikar
6000000030971152421,13,Shalva Jaqeli of Samtskhe-Saatabago
6000000030971343940,13,Sargis Jaqeli of Samtskhe-Saatabago
6000000031567384555,13,Lasha Bagrationi Prince of Georgia
6000000031567475347,13,Manuel Bagrationi Prince of Georgia
6000000031567617195,13,Vakhtang III Bagrationi King of Georgia
6000000031567640273,13,Baidu Bagrationi Prince of Georgia
6000000031567739950,13,David VIII Bagrationi King of Georgia
6000000031567746020,13,Yadgar Bagrationi Prince of Georgia
6000000031567827836,13,Rusudan Bagrationi Princess of Georgia
6000000031637102494,13,Ghiyāth ad-Dīn Kaykhusraw bin Qilij Arslān Sultan of Rûm
6000000033472816106,13,Mas'ud Bey
6000000035619162701,13,Bagrat I Bagrationi King of Imereti
6000000083766864341,13,Argunai Shervashidze
6000000083793444135,13,Jigda Bagrationi princess of Georgia
6000000127380741821,13,Baudouin lord of Neghir & Partzerpert
6000000127479834821,13,Oshin of Saravantikar
6000000143743496821,13,Marie of Korikos
6000000224176066843,13,Hethum V of Lampron lord of Simangla
361088850870011645,14,Rita Maria Byzantine Empress consort
6000000000172348087,14,Marie de Poitiers Dame de Toron
6000000001500964101,14,Marie d'Ibelin
6000000001500964244,14,Marie d'Ibelin
6000000001500964252,14,Marguerite d'Ibelin
6000000001501047236,14,Oshin de Korikos Hethumiden
6000000003481830064,14,Guy d'Ibelin sénéchal de Chypre
6000000003827650905,14,Marguerite de Grenier
6000000006101354608,14,Marguerite l'Embriaco de Gibelet
6000000007086614548,14,Éschive de Poitiers
6000000007949054335,14,David IX Георгиевич Bagrationi king of Georgia
6000000008010371409,14,Michael Megas Komnenos Emperor of Trebizond
6000000008383977191,14,Eudokia Komnèna
6000000008383986578,14,Anna Anachoutlou Megale Komnene Empress of Trebizond
6000000008384001982,14,Michael Anachoutlous
6000000008384003915,14,Andronikos III Megas Komnenos Emperor of Trebizond
6000000008384024462,14,George Achpougas
6000000008826743264,14,Q’varq’vare I Jaq’eli of Samtskhe-Saatabago
6000000009965727848,14,Alexios II Megas Komnenos emperor of Trebizond
6000000009965786615,14,Basil Megas Komnenos Emperor of Trebizond
6000000013018790934,14,Theophane
6000000013018865938,14,Alinakh
6000000013018997657,14,Sempad King of Armenia
6000000013019003632,14,Fimi
6000000013019050829,14,Zablun
6000000013019075408,14,Thoros III King of Armenia
6000000013019078783,14,Sybil
6000000013019103091,14,Nerses
6000000013019107574,14,Oshin I ՀՀ Լամբրոնի king of Armenia
6000000013019117526,14,Isabella of Armenia
6000000013019118827,14,Sybil
6000000013019159496,14,Ruben
6000000013019190312,14,Hethum II of Armenia
6000000013019203291,14,Constantine III King of Armenia
6000000013055095655,14,Zabel of korikos
6000000013546470518,14,Alexander I Bagrationi King of Imereti
6000000014928249462,14,Lucia de Poitiers princess of Antioch
6000000014928544038,14,"Bohemond VII de Poitiers prince of Antioch, count of Tripoli"
6000000017005269271,14,Balian de Grenier
6000000019458148639,14,Isabelle d'Ibelin
6000000019458368954,14,"Hugues d'Ibelin Comte de Jaffa, Sénéchal de Chypre"
6000000019458689484,14,Philippe d'Ibelin
6000000019458706387,14,Balian d'Ibelin
6000000024948627398,14,Sempad Count of Barbaron and Lord of Sempad'gla
6000000030835844953,14,Lucy l'Embriaco de Gibelet
6000000030991374799,14,Aghbugha Jaqeli of Samtskhe-Saatabago
6000000032480968539,14,Demetre Bagrationi
6000000032481224185,14,Giorgi Bagrationi
6000000033472606479,14,Gazi Çelebi
6000000035619403497,14,Constantine II Bagrationi King of Imereti
6000000035619545357,14,George I Bagrationi King of Imereti
6000000037539964439,14,Giorgi VI Mtsire Bagrationi
6000000056226446896,14,Isabella de Poitiers princess of Antioch
6000000063781355997,14,Marie de Hamus
6000000083766257626,14,Рабиа Аргунаиевич Шервашидзе
6000000100808341873,14,Ivane - ruler of Dvin in 1225
6000000127380532867,14,kostandin III king of Armenia
6000000127382212866,14,Marie of Barbaron [Maroun]
6000000127478301887,14,Thoros d'Ibelin
6000000127479497827,14,Zabel of Saravantikar
6000000166197652199,14,Barthelemy Embriaco
6000000205516528856,14,Marie de Poitiers of Antioch
6000000215976519821,14,Jacques d'Ibelin
6000000224155942823,14,Eustache d'Agrain
6000000224175930906,14,Jean de Grenier
361088998770012651,15,Andronikos III Palaiologos Byzantine emperor
6000000000752175059,15,Philippa de Montfort
6000000001500964124,15,Alice Kirakos
6000000003481830058,15,Alix d'Ibelin
6000000003696065448,15,Theodora Palaiologina
6000000003827384234,15,Theodôros Kantakouzènos
6000000003827650119,15,Maria Jacoba Embriaco
6000000006101354564,15,Isabel d'Ibelin
6000000006101354569,15,Isabel d'Ibelin
6000000006101354766,15,Leon IV King of Armenia
6000000007949043978,15,"Kaloioannes Komnenos ""Alexios III"" emperor in Trebizond"
6000000007949056229,15,Gulkhan-Eudokia empress-consort of Trebizond
6000000008384169515,15,Maria Megala Komnene of Trebizond
6000000008489496922,15,"Guy de Lusignan Prince of Galilee, Connetable de Chypre"
6000000008521761380,15,"Bagrat V ""the Great"" Bagrationi king of Georgia"
6000000008521840258,15,Theodora Megala Komnene
6000000008826548841,15,Sindukhtar Кваркваревна Jaqeli of Samtskhe-Saatabago
6000000008826672401,15,Helena Васильевна Komnena queen consort of Georgia
6000000008970361615,15,Onfroi de Montfort Seigneur de Tyr
6000000009237863003,15,Manuel Palaiologos despota
6000000009238216329,15,Anna Palaiologina
6000000009965590931,15,Manuel II Megas Komnenos Emperor of Trebizond
6000000013036357290,15,John III Megas Komnenos Emperor of Trebizond
6000000013053583152,15,Bohémond de Lusignan
6000000013054435903,15,Henry de Lusignan
6000000013054549921,15,"Guy de Lusignan ""Constantine II"" king of Armenia"
6000000013054643766,15,Hugues de Lusignan Seigneur de Cruseche
6000000013054651337,15,Leo III King of Armenia
6000000013054763684,15,Jehan Constantine III de Lusignan Constable of Armenia
6000000013054780562,15,Agnes de Lusignan
6000000013056089567,15,George
6000000013545353703,15,Tamar of Imereti Queen consort of Georgia
6000000017005409252,15,Pietro Embriaco lord of Gibelet
6000000019458082815,15,Guy d'Ibelin Comte de Jaffa
6000000019458515482,15,Guy d'Ibelin
6000000019458515492,15,Lucie d'Ibelin
6000000019458515497,15,Alice d'Ibelin
6000000019458604423,15,Balian d'Ibelin Comte de Jaffa
6000000019458929166,15,Balian d'Ibelin
6000000022424420810,15,Marguerite d'Ibelin
6000000024132650121,15,"Philippe de Toucy II, Titular Prince of Antioch"
6000000027724994928,15,Alexios Megas Komnenos
6000000030991363722,15,Ivane Jaqeli
6000000035619341500,15,Demetrius Bagrationi Duke of Imereti
6000000035619869831,15,unknown Jaq’eli
6000000081530092937,15,Marie Melissende d'Ibelin
6000000081550403904,15,"Onfroi de Montfort Seigneur de Beyrouth, Connetable de Chypre"
6000000081550530976,15,Jeanne de Montfort
6000000081599641091,15,Catherine Embriaco
6000000083766373784,15,Соломон I Рабиевич Шервашидзе
6000000100809930917,15,Shanshe (Shahanshah) Jaq’eli (ruler of Ani)
6000000121591966899,15,Jean de Montfort
6000000127379511821,15,Marie of Korikos
6000000166202684973,15,Agnes Embriaco
6000000166203387821,15,Hugues Embriaco
6000000175667948840,15,Bertrand Embriaco of Jebail
6000000215910743827,15,Familia d'IbelinIbelinEvelin EvelynYvelinVelin AvelinAvelimVelim
6000000215968717827,15,D1 d'Ibelin
6000000224155426138,15,Eustachie Olivier d'Agrain
6000000224176058844,15,Eupheme de Grenier
6000000224176069873,15,Isabelle de Grenier
361089507860011643,16,John V Palaiologos Byzantine emperor
6000000000512198281,16,Irene Palaiologina renamed Maria
6000000000752036538,16,Robert d'Esneval
6000000001500866583,16,Pierre de Lusignan
6000000001501047229,16,Roupen de Montfort Seigneur de Beyrouth
6000000003695843572,16,.... Palaiologos
6000000003979130845,16,Philippe d'Ibelin Sénéchal de Chypre
6000000006101354494,16,Jacques de Lusignan King of Cyprus
6000000006101430458,16,Hélvis d'Ibelin
6000000007948731482,16,Manuel III Komnenos emperor of Trebizond
6000000007951910569,16,Irene Paleologina
6000000008489489603,16,Hugues de Lusignan Roi de Chypre
6000000008489668536,16,Échive de Lusignan
6000000008521686371,16,Basileios Komnenos
6000000008521689490,16,Maria Megala Komnene
6000000008521691340,16,Eudokia of Trebizond
6000000008521823512,16,....
6000000009243606680,16,Michael Palaiologos despota
6000000009243680638,16,Maria-Irene Paleologina
6000000009243685554,16,Theodora Palaiologina
6000000009243805626,16,Theodoros Palaiologos
6000000009678928856,16,Basileios Megas Komnenos
6000000013054828643,16,Isabella de Lusignan lady of Aradippou
6000000013061779725,16,daughter of Bulgaria Shishman
6000000013544962900,16,Anna Megale Алексеевна Komnene queen consort of Georgia
6000000015940783277,16,Kera Maria of Bulgaria Shishman
6000000015940811643,16,Vasilisa of Bulgaria Shishman
6000000015940897174,16,Desislava of Bulgaria Shishman
6000000017052345125,16,Jean de Lusignan
6000000017602631388,16,Constantine Bagrationi
6000000017606319532,16,Alexios IV Megas Komnenos
6000000019458605293,16,Isabelle d'Ibelin
6000000019458772231,16,Guy d'Ibelin
6000000019458908238,16,Jean d'Ibelin
6000000019459057394,16,Thomas d'Ibelin
6000000019459138182,16,Jean d'Ibelin
6000000019459168339,16,Guy d'Ibelin
6000000019459217213,16,Simone d'Ibelin
6000000019459325013,16,Marie d'Ibelin
6000000022424679734,16,Balian d'Ibelin
6000000027106333165,16,David
6000000027106464031,16,Zaal
6000000030991727213,16,Q’varq’vare Jaqeli
6000000030991759165,16,Aghbugha Jaqeli
6000000031546458518,16,Tamar Bagrationi
6000000031546613378,16,David Bagrationi
6000000031546643205,16,Ulumpia Bagrationi
6000000031546896844,16,George VII Bagrationi King of Georgia
6000000031546901444,16,George VIII Bagrationi King of Georgia
6000000035615416169,16,Gulashar (Gulkhan) of Imereti
6000000040807085491,16,Leon V de Lusignan King of Armenia
6000000042672435878,16,Qara Yoluz Osman Beg Aq Qoyunlu (Bayondor)
6000000048925806049,16,Bayalun Palaiologina
6000000081550326136,16,Alix de Montfort
6000000081550373196,16,Eschive de Montfort
6000000081550448235,16,Amaury de Montfort Seigneur de Beyrouth
6000000081550677049,16,Alix de Montfort
6000000083766734060,16,Арзакан Соломонович Шервашидзе
6000000121560335891,16,Isabella de Montfort
6000000121593221832,16,Hugh de Montfort
6000000173331643111,16,Marie le Petit D'Ibelin
6000000175668347828,16,Doleta Embriaco
6000000194942233911,16,Andronikos Megas Komnenos
6000000215968674844,16,D2 d'Ibelin
6000000216014650823,16,Jean d'Ibelin Titular Count of Jaffa (1363-1375)
6000000224155856833,16,Béraud d'Agrain
361244423510011619,17,Andronikos IV Palaiologos byzantine emperor
361250787660004588,17,Theodore I Palaiologos despot of Morea
6000000000129362703,17,"Francesco (Giacomo) ll ""Frančesko II"" Gattilusio"
6000000000505678382,17,Maria Komnene of Trapezunt
6000000000670279300,17,Manuel II Palaiologos byzantine emperor
6000000000752120431,17,Guillaume II d'Esneval
6000000003481830022,17,Janus de Lusignan King of Cyprus and Armenia
6000000003979033691,17,Ferrán de Mallorca Vizconde de Omelas
6000000003979051871,17,Alicia de Mallorca
6000000004094974286,17,Anonyma IV
6000000006101354499,17,"Peter II ""the Fat"" Poitiers-Lusignan king of Cyprus"
6000000006101430446,17,"Philipp von Braunschweig-Grubenhagen polizist von Jerusalem, conte de Bresivie"
6000000007948054460,17,John Megas Komenos IV
6000000007951073336,17,Alexander Константинович Bagrationi I
6000000007951369403,17,Nur od-Din Ali Bek Aq Qoyunlu
6000000008020992573,17,Anonyma III
