geni_id,generation,name
6000000008383977191,13,Eudokia Komnèna
6000000008383986578,13,Anna Anachoutlou Megale Komnene Empress of Trebizond
6000000008384001982,13,Michael Anachoutlous
6000000008384003915,13,Andronikos III Megas Komnenos Emperor of Trebizond
6000000008384024462,13,George Achpougas
6000000008528029042,13,Giorgi V Brtskinvale Bagrationi king of Georgia
6000000008826743264,13,Q’varq’vare I Jaq’eli of Samtskhe-Saatabago
6000000009177100377,13,? ?
6000000009965786615,13,Basil Megas Komnenos Emperor of Trebizond
6000000013546470518,13,Alexander I Bagrationi King of Imereti
6000000022433966893,13,Abdul-Aziz Al-Abbasi
6000000030991374799,13,Aghbugha Jaqeli of Samtskhe-Saatabago
6000000031637498648,13,Kayqubad III Seljuk Sultan of Rûm
6000000033472606479,13,Gazi Çelebi
6000000035619403497,13,Constantine II Bagrationi King of Imereti
6000000035619545357,13,George I Bagrationi King of Imereti
6000000100808341873,13,Ivane - ruler of Dvin in 1225
6000000217990338931,13,Umar al-Wathiq II Al-Abbasi
6000000217990532833,13,Muhammad al-Mutawakkil Al-Abbasi
6000000217990658828,13,Zakariya al-Musta'sim Al-Abbasi
6000000218037189879,13,Muhammad Al-Abbasi
6000000218037266834,13,Abdul-Rahman Al-Abbasi
6000000221298576832,13,Karima Al-Abbasi
6000000221298609821,13,Ahmad Al-Abbasi
6000000221298671832,13,Fatima Al-Abbasi
6000000221298737822,13,Al-Mubarak Al-Abbasi
6000000003827384234,14,Theodôros Kantakouzènos
6000000007949043978,14,"Kaloioannes Komnenos ""Alexios III"" emperor in Trebizond"
6000000007949054335,14,David IX Георгиевич Bagrationi king of Georgia
6000000008384169515,14,Maria Megala Komnene of Trebizond
6000000008521840258,14,Theodora Megala Komnene
6000000008826548841,14,Sindukhtar Кваркваревна Jaqeli of Samtskhe-Saatabago
6000000008826672401,14,Helena Васильевна Komnena queen consort of Georgia
6000000009176237667,14,? Раул Меликес
6000000009965590931,14,Manuel II Megas Komnenos Emperor of Trebizond
6000000013545353703,14,Tamar of Imereti Queen consort of Georgia
