geni_id,generation,name
6000000195149174838,1,華胥氏
6000000209595340830,1,NN
6000000130191678854,2,Yuxiong
6000000195148714889,2,伏羲
6000000195149141853,2,女媧
6000000026522778851,3,少典 (Shǎo Diǎn)
6000000195148931849,3,少典
6000000001381274001,4,Xuanyuan 有熊氏
6000000026522556364,4,Generation 2世 姬
6000000026522656120,4,Yan 神農氏
6000000130191833833,4,軒轅 (Xuān Yuán) 有熊 (Yǒu Xióng)
6000000130192002822,4,炎帝 (Yán Dì)
6000000195149142838,4,黃帝
6000000195149284833,4,炎帝
6000000001381063554,5,昌意 姬
6000000002481254239,5,玄囂少昊
6000000002847993387,5,清
6000000002848005463,5,姬揮 張
6000000002848055920,5,萬陽
6000000002848068107,5,休
6000000002848077585,5,Cāng Lín 苍林 Jī 姬
6000000002848078484,5,夷彭
6000000026522683079,5,帝臨魁
6000000026522722003,5,Generation 3世 姬
6000000040576577904,5,妃
6000000040580116473,5,青陽 Jǐ 己
6000000040580485758,5,龍苖
6000000040580937232,5,有陽 Jǐ 己
6000000040581003009,5,夷鼓 Jǐ 己
6000000040581065920,5,祈豹
6000000040581068854,5,夷壴
6000000130191651883,5,少昊 (Shǎo Hào)
6000000130192680821,5,昌意 (Chāng Yì)
6000000195149203856,5,昌意
6000000195149369823,5,玄囂
6000000198581146831,5,少典 (Shǎo Diǎn)
4367959496500014505,6,颛顼 姬
6000000001381123265,6,顓頊
6000000002480122344,6,Ān 安
6000000002480244220,6,Zhuan Liú 转流
6000000002480284026,6,Kǔn 悃
6000000007106600623,6,Gao Yang 高阳
6000000007212999978,6,顓頊
6000000007213183226,6,蟜極
6000000010415146677,6,Mèi 昧 Zhāng 張
6000000010415782270,6,Bān 般 Zhāng 張
6000000026522487183,6,Generation 4世 姬
6000000026522668095,6,帝承
6000000130190932131,6,顓頊 (Zhuān Xū)
6000000130191653088,6,顓頊 (Zhuān Xū)
6000000130196553845,6,蟜極蟜极 (Jiǎo Jí)
6000000195148656902,6,乾荒
6000000195149298838,6,蟜極
4367946411990063951,7,称 黃
6000000001381002781,7,Juan Zhang 卷章 Jī 姬
6000000001381046535,7,Qiong Chan 穷蝉
6000000001381159246,7,Chēng 称(稱)
6000000002480176041,7,八恺
6000000002481253260,7,嚳 高辛氏
6000000002481432715,7,苍野
6000000002481531239,7,隤敳
6000000002481580049,7,梼戭
6000000007106787653,7,Gun 鲧
6000000007212973809,7,穷极(五帝之五)
6000000007213271247,7,骆明(禹之派)
6000000010415240484,7,Yǔn Gé 允格 Zhāng 張
6000000010415661408,7,Tái Tái 臺駘 Zhāng 張
6000000019931877411,7,"?, 4世 4世"
6000000020080039831,7,壽寅 Jī 姬
6000000020080633189,7,漁婦 Jī 姬
6000000020102325262,7,叔達 Jī 姬
6000000020105782775,7,仲容 Jī 姬
6000000020106408951,7,蒼舒 Jī 姬
6000000020107025139,7,骆明 Jī 姬
6000000020107122387,7,大臨 Jī 姬
6000000020107122663,7,女修 Jī 姬
6000000020107547518,7,龐隆 Jī 姬
6000000020107566260,7,庭堅 Jī 姬
6000000020107952161,7,椿戭 Jī 姬
6000000020108067101,7,聵凱 Jī 姬
6000000026522745869,7,Generation 5世 姬
6000000026522800858,7,帝明
6000000130191739835,7,女修 (Nǚ Xiū)
6000000130195254232,7,嚳 (Kù)
6000000195149385827,7,顓頊
6000000195149538823,7,
6000000195149713826,7,
4367943317830050602,8,大业 黃
6000000001381114215,8,敬康
