geni_id	name	found_under	href
6000000006727839707	Name: Herzog Heinrich IX. von Glogau, Freystadt und Crossen (c.1389 - 1467) "Heinrich IX. d. Ä. von Glogau"	6000000002187826932	/people/Herzog-Heinrich-IX-von-Glogau-Freystadt-und-Crossen/6000000006727839707?through=6000000002187826932
6000000006727839721	Name: Herzog Wenzel von Glogau und Crossen (c.1393 - c.1431)	6000000002187826932	/people/Herzog-Wenzel-von-Glogau-und-Crossen/6000000006727839721?through=6000000002187826932
6000000008007170491	Name: Margaretha van Hoogwoud MP (c.1420 - aft.1435) "Margaretha Hoogwoud en Everswoud", "Margaretha Evertsdotter"	6000000002187826932	/people/Margaretha-van-Hoogwoud/6000000008007170491?through=6000000002187826932
6000000001272002615	Name: Heinrich Christoffersson von Ungern (bef.1521 - 1545)	6000000002187826932	/people/Heinrich-von-Ungern/6000000001272002615?through=6000000002187826932
6000000003295143595	Name: Kersten II von Rosen, a. Klein-Roop&Maart (1458 - c.1535) "Hansson", "a Klein-Roop und Maar"	6000000002187826932	/people/Kersten-II-von-Rosen-a-Klein-Roop-Maart/6000000003295143595?through=6000000002187826932
6000000068153167888	Name: Henrik Niklesson Pleskow	6000000002187826932	/people/Henrik-Pleskow/6000000068153167888?through=6000000002187826932
6000000006727757763	Name: Sofie von Preußen MP (1582 - 1610) "Sophia Sophie Sofie von Preussen Kleves of Hohenzollern", "Duchess Sophie of Prussia", "van Brandenburg", "Duchess consort of Courland and Semigalli", "Sophie Sofie Hohenzollern Brandenburg Preussen", "Princess of Prussia Cleves", "Sofie Von Brandenburg von Hohenz..."	6000000002187826932	/people/Sofie-von-Preu%C3%9Fen/6000000006727757763?through=6000000002187826932
6000000103297347850	Name: Katarina Sigismunsdotter Vasa	6000000002187826932	/people/Katarina-Sigismunsdotter-Vasa/6000000103297347850?through=6000000002187826932
6000000006727810701	Name: Matilde "die Jüngere" von Hessen (Brabant-Lothringen, Hessen), Prinzessin, Gräfin von Tecklenburg (c.1490 - 1558)	6000000002187826932	/people/Matilde-von-Hessen-Prinzessin-Gr%C3%A4fin-von-Tecklenburg/6000000006727810701?through=6000000002187826932
6000000200046947837	Name: Gertrud Kerstensdotter von Ungern (c.1488 - 1532)	6000000002187826932	/people/Gertrud-von-Ungern/6000000200046947837?through=6000000002187826932
6000000007377013366	Name: Reinhold Kerstensson von Rosen, auf Allo (1499 - 1555)	6000000002187826932	/people/Reinhold-Kerstensson-von-Rosen-auf-Allo/6000000007377013366?through=6000000002187826932
6000000001272028380	Name: Elisabeth Heinrichsdotter von Ungern (c.1517 - 1577) "Grotthuss zu Ruhenthal"	6000000002187826932	/people/Elisabeth-Grotthuss/6000000001272028380?through=6000000002187826932
6000000007606013091	Name: Princess Katharina Fredriksdatter (c.1491 - 1534) "Catharina", "Frederiksdotter"	6000000002187826932	/people/Princess-Katharina-Fredriksdatter/6000000007606013091?through=6000000002187826932
6000000010598121287	Name: Jeanne de Valois, dame de Mirabeau et d'Usson en Auvergne MP (1447 - 1519) "dame de Mirabeau"	6000000002187826932	/people/Jeanne-de-Valois-dame-de-Mirabeau-et-d-Usson-en-Auvergne/6000000010598121287?through=6000000002187826932
6000000219086028891	Name: Hans Johannsson Fürst (1533 - 1636)	6000000002187826932	/people/Hans-F%C3%BCrst/6000000219086028891?through=6000000002187826932
6000000032368070151	Name: Kunigunde Countesson of Nassau-Dillenburg (1583 - 1584)	6000000002187826932	/people/Kunigunde-of-Nassau-Dillenburg/6000000032368070151?through=6000000002187826932
6000000014478639153	Name: N.N. Christiansdatter (c.1515 - d.)	6000000002187826932	/people/N-N-Christiansdatter/6000000014478639153?through=6000000002187826932
6000000011196336452	Name: Fabian Jürgensson von Ungern (b. - 1597)	6000000002187826932	/people/Fabian-von-Ungern/6000000011196336452?through=6000000002187826932
6000000020038325390	Name: Elisabeth Johansdotter von Rosen (b. - aft.1566)	6000000002187826932	/people/Elisabeth-von-Rosen/6000000020038325390?through=6000000002187826932
6000000003790941518	Name: Anna Joergensdatter Paysen (aft.1520 - 1580)	6000000002187826932	/people/Anna-Paysen/6000000003790941518?through=6000000002187826932
6000000019950852122	Name: Wilhelm Jurgensson von Rosen, auf Hochrosen (b. - c.1594)	6000000002187826932	/people/Wilhelm-von-Rosen-auf-Hochrosen/6000000019950852122?through=6000000002187826932
6000000020574562863	Name: Richel Johansdatter Stoltevot (c.1532 - aft.1555)	6000000002187826932	/people/Richel-Johansdatter-Stoltevot/6000000020574562863?through=6000000002187826932
6000000004188526531	Name: Marike Hansdattere Knudsen Wraamann (c.1515 - 1560) "Maria", "Canuta", "Knudsen", "Hansdatter"	6000000002187826932	/people/Marike-Wraamann/6000000004188526531?through=6000000002187826932
6000000091208421096	Name: Marie Fredriksdatter (1519 - 1555)	6000000002187826932	/people/Marie-Fredriksdatter/6000000091208421096?through=6000000002187826932
6000000018792624054	Name: Eva Jansdotter van Egmond van de Nijenburg (1505 - 1533)	6000000002187826932	/people/Eva-van-Egmond-van-de-Nijenburg/6000000018792624054?through=6000000002187826932
6000000041779528412	Name: Birger Eriksson (aft.1555 - aft.1600)	6000000002187826932	/people/Birger-Eriksson/6000000041779528412?through=6000000002187826932
6000000041779258749	Name: Adam Eriksson (aft.1555 - aft.1600)	6000000002187826932	/people/Adam-Eriksson/6000000041779258749?through=6000000002187826932
6000000007480656314	Name: Margareta Eriksdotter MP (1565 - 1618)	6000000002187826932	/people/Margareta-Eriksdotter/6000000007480656314?through=6000000002187826932
6000000003232103777	Name: Virginia Eriksdotter Vasa MP (1559 - 1633)	6000000002187826932	/people/Virginia-Vasa/6000000003232103777?through=6000000002187826932
6000000000190154681	Name: Constantia Eriksdotter Vasa (1560 - 1649)	6000000002187826932	/people/Constantia-Vasa/6000000000190154681?through=6000000002187826932
