# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000075506496926	Shen Jing 沈璟
# prose	Son of Shen Kan 沈侃 Father of Shen Zihong 沈自鋐; Shen Ziquan 沈自銓; Shen Darong 沈大榮; Shen Jingzhuan 沈靜專 and Shen Qianjun 沈倩君 Brother of Shen zan 沈瓚 and Shen Can 沈璨
# unlinked	0	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=80	blood_relatives=70	ancestors=4	descendants=9	followers=1	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000075506496926	parent	Son	6000000075506180124	Shen Kan 沈侃
6000000075506496926	child	Father	6000000075506395947	Shen Zihong 沈自鋐
6000000075506496926	child	Father	6000000075506546891	Shen Ziquan 沈自銓
6000000075506496926	child	Father	6000000075506232067	Shen Darong 沈大榮
6000000075506496926	child	Father	6000000075506022163	Shen Jingzhuan 沈靜專
6000000075506496926	child	Father	6000000075506466937	Shen Qianjun 沈倩君
6000000075506496926	sibling	Brother	6000000075506298988	Shen zan 沈瓚
6000000075506496926	sibling	Brother	6000000075506572861	Shen Can 沈璨
