# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000017603244042	Sir Nowroji Saklatvala
# prose	Son of Bapuji Saklatvala and Virbaiji Saklatvala Husband of <private> TATA and Goolbai Batliwala Brother of Kaekobad Saklatvala
# unlinked	0	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=86	blood_relatives=36	ancestors=7	descendants=0	followers=7	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000017603244042	spouse	wife	6000000046251578763	Goolbai Batliwala
6000000017603244042	spouse	spouse	6000000017603108511	<private> TATA
6000000017603244042	parent	father	6000000017602871867	Bapuji Saklatvala
6000000017603244042	parent	mother	6000000017602909346	Virbaiji Saklatvala
6000000017603244042	sibling	brother	6000000017603127342	Kaekobad Saklatvala
