# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000008881347600	Kishore Kumar
# prose	Son of Kunjalal Ganguly and <private> Husband of <private> Chandavarkar; Ruma Ghosh; Madhubala and Leena Chandavarkar Ex-husband of <private> Thakurta (Ghosh) and <private> Father of <private> Kumar Ganguly; Amit Kumar Ganguly; <private> Ganguly and <private> Ganguly Brother of Ashok Kumar; Anoop Kumar and Sati Rani Mukherjee
# unlinked	0	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=632	blood_relatives=41	ancestors=2	descendants=4	followers=10	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000008881347600	spouse	wife	6000000009584668402	Leena Chandavarkar
6000000008881347600	child	child	6000000009602411534	<private> Ganguly
6000000008881347600	spouse	wife	6000000009593134620	Madhubala
6000000008881347600	child	child	6000000009593804502	<private> Ganguly
6000000008881347600	spouse	wife	6000000221037344880	Ruma Ghosh
6000000008881347600	child	son	6000000221037337911	Amit Kumar Ganguly
6000000008881347600	spouse	spouse	6000000008403726437	<private> Chandavarkar
6000000008881347600	child	child	6000000008403696765	<private> Kumar Ganguly
6000000008881347600	parent	parent	6000000009593580541	<private>
6000000008881347600	parent	father	6000000009593580544	Kunjalal Ganguly
