# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000018080676477	George Drouillard, Lewis & Clark Exped.
# prose	Son of Pierre Drouillard, Scout and Asoundechris Flat Head Half brother of Drusilla Drouillard; Eleanor Ellen Hannah Drouillard; Joseph Drouillard; Simon Kenton Drouillard; Infant Drouillard and 6 others; Marie-Louise Parent; Cecilia Drouillard; Catherine Maisonville; Elizabeth Drouillard; François-Xavier Drouillard and Thérèse Drouillard« less
# unlinked	6	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=2	blood_relatives=15000	ancestors=62	descendants=0	followers=13	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000018080676477	parent	Son	6000000012192988962	Pierre Drouillard, Scout
6000000018080676477	parent	Son	6000000018080678484	Asoundechris Flat Head
6000000018080676477	half-sibling	Half brother	6000000018080293728	Drusilla Drouillard
6000000018080676477	half-sibling	Half brother	6000000018080787503	Eleanor Ellen Hannah Drouillard
6000000018080676477	half-sibling	Half brother	6000000001900887488	Joseph Drouillard
6000000018080676477	half-sibling	Half brother	6000000018080714491	Simon Kenton Drouillard
6000000018080676477	half-sibling	Half brother	6000000012191112836	Infant Drouillard
6000000018080676477	half-sibling	Half brother	6000000010119169751	Marie-Louise Parent
6000000018080676477	half-sibling	Half brother	6000000012193618545	Cecilia Drouillard
6000000018080676477	half-sibling	Half brother	6000000012191298363	Catherine Maisonville
6000000018080676477	half-sibling	Half brother	6000000012193477393	Elizabeth Drouillard
6000000018080676477	half-sibling	Half brother	6000000012190764523	François-Xavier Drouillard
6000000018080676477	half-sibling	Half brother	6000000012191237350	Thérèse Drouillard
