# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000026682856782	嚴修 (範孫)
# prose	Son of 嚴克寬 (仁波) and 王氏 Husband of 李氏 Father of 嚴智崇 (約沖); 嚴智怡 (慈約); 嚴智庸 (叔敏); 嚴智蠲; 嚴智舒 and 4 others; 嚴智鍾 (季約); 嚴智開 (季沖); 嚴智閑 and 嚴智安 Brother of 嚴振 (香孫) and 嚴氏
# unlinked	4	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=266	blood_relatives=218	ancestors=24	descendants=41	followers=1	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000026682856782	parent	Son	6000000026683497965	嚴克寬 (仁波)
6000000026682856782	parent	Son	6000000044274613845	王氏
6000000026682856782	spouse	Husband	6000000026699686396	李氏
6000000026682856782	child	Father	6000000026682447423	嚴智崇 (約沖)
6000000026682856782	child	Father	6000000026683529027	嚴智怡 (慈約)
6000000026682856782	child	Father	6000000026683074669	嚴智庸 (叔敏)
6000000026682856782	child	Father	6000000026683596300	嚴智蠲
6000000026682856782	child	Father	6000000026683549016	嚴智舒
6000000026682856782	child	Father	6000000026683490283	嚴智鍾 (季約)
6000000026682856782	child	Father	6000000026683451740	嚴智開 (季沖)
6000000026682856782	child	Father	6000000026683477294	嚴智閑
6000000026682856782	child	Father	6000000026683332501	嚴智安
6000000026682856782	sibling	Brother	6000000026683061533	嚴振 (香孫)
6000000026682856782	sibling	Brother	6000000026699839931	嚴氏
