# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000038220851214	Wen Jifu 文及甫
# prose	Son of Wen Yanbo 文彥博 and 陳氏 Husband of 吳氏 Brother of 文齊賢; 文居中; 文維申; 文氏; 文氏 and 4 others; Wen Baoyong 文保雍; Wen Zongdao 文宗道; Wen Gongzu 文恭祖 and Wen Yiqing 文貽慶
# unlinked	4	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=513	blood_relatives=177	ancestors=24	descendants=0	followers=2	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000038220851214	parent	Son	6000000038221048906	Wen Yanbo 文彥博
6000000038220851214	parent	Son	6000000038998582221	陳氏
6000000038220851214	spouse	Husband	6000000038221083191	吳氏
6000000038220851214	sibling	Brother	6000000038221224034	文齊賢
6000000038220851214	sibling	Brother	6000000038221174160	文居中
6000000038220851214	sibling	Brother	6000000038221223001	文維申
6000000038220851214	sibling	Brother	6000000038223272958	文氏
6000000038220851214	sibling	Brother	6000000038913184528	文氏
6000000038220851214	sibling	Brother	6000000074705301217	Wen Baoyong 文保雍
6000000038220851214	sibling	Brother	6000000074705663883	Wen Zongdao 文宗道
6000000038220851214	sibling	Brother	6000000038220750380	Wen Gongzu 文恭祖
6000000038220851214	sibling	Brother	6000000038220663708	Wen Yiqing 文貽慶
