# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	3724849	Quaid e Azam Muhammad Ali Jinnah
# prose	Son of Jinnahbai Poonja and Mithibai Husband of Emibai Jinnah and Ruttenbai Rutti Petit Father of Dina Wadia Brother of Fatima Jinnah; Bande Ali; Rehmatbai; Mariambai Batliwala; Ahmad Ali Jinnah and 1 other
# unlinked	1	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=133	blood_relatives=25	ancestors=3	descendants=5	followers=9	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
3724849	spouse	wife	3724843	Ruttenbai Rutti Petit
3724849	child	daughter	3724940	Dina Wadia
3724849	spouse	wife	292585099320004824	Emibai Jinnah
3724849	parent	father	6000000006268283085	Jinnahbai Poonja
3724849	parent	mother	6000000018394321051	Mithibai
3724849	sibling	sister	292582750380007541	Fatima Jinnah
3724849	sibling	brother	6000000018394013224	Bande Ali
3724849	sibling	sister	6000000018394208096	Rehmatbai
3724849	sibling	sister	6000000070743084902	Mariambai Batliwala
3724849	sibling	brother	6000000018394343011	Ahmad Ali Jinnah
3724849	sibling	sister	6000000018393963455	Shirinbai Jafferbhoy
